time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.002891900808218798,0.011957385342720152,10.020579375060523,0.8980278538727209,5.60398075219798,0.0,-0.12065731833580498,0.6712468021861047,0.5312073690422079,10.81961378099879,-10.498850642598097,0.0,886.2521430303872,0.09850087999661933,0.1318141407786279,900.0666394816242
0.12000000000000001,0.020605409533079943,0.062048072230553065,10.051193281700343,2.783600862287088,4.538861450101027,0.0,0.23051193681872462,0.6653723735484254,0.3440011123575772,13.46908936371229,-19.048385011053497,0.0,899.2968326441356,0.2693766388297488,694.186479351731,900.0929666224863
0.18,0.06293773854847474,0.09243040765172726,10.036282248419214,4.318299815001776,1.572697059343171,0.0,0.27148412298352187,0.22388802168147412,-1.0879474128137818,11.325949437456874,-24.2166803370467,0.0,899.2788417357225,0.33247684899285035,899.5028787862091,900.1031951435232
0.23999999999999996,0.046137153701050475,0.1083839814527292,9.949812830052005,4.229280210214753,0.21084013706491955,0.0,-0.7314628168519673,0.486015922535397,-1.6891416287682612,19.623512903514808,-23.554733975509286,0.0,714.9232609510876,-0.025159314762407292,1.1127614184826264,900.2656980283862
0.3,-0.016181329271285863,0.08827663707901333,9.817045030165273,5.44316110306082,0.22685318944036492,0.0,-1.4460065040868326,-1.1483242617023497,-2.4222706648326087,19.09054843971932,-26.49359563229167,0.0,899.4056185498386,-0.14138262881340377,694.225067689225,900.1883842236724
0.36000000000000004,-0.09967602329839081,0.005868273358614394,9.660552881229336,4.999005870766652,1.5851589804653878,0.0,-1.3376079524700555,-1.5447012662152422,-3.0411875171891896,24.257739335704414,-19.25367669041618,0.0,156.68392679094313,-0.13255975652514448,0.7765419943453387,900.1963769829314
0.4200000000000001,-0.22306324919181358,-0.09012995795293574,9.474764220057065,0.8235159086716948,3.6612605807078324,0.0,-2.138398304150206,-1.254278435858624,-3.399402132130243,17.837990303139765,-23.66333613139172,0.0,900.0407700147936,246.53600387073263,900.4848221295632,899.9301459138364
0.48000000000000015,-0.3137433626273988,-0.20469658106491856,9.241840061466391,3.3761142265063064,3.6199806659122533,0.0,-0.8099770810548808,-2.410142022253032,-3.7666835458403627,14.815027678817408,-26.550325660558467,0.0,899.6780165602152,0.22931069840688897,870.5304881060858,900.2856017690948
0.5400000000000001,-0.346016962154282,-0.31691737594424807,9.039739132855926,5.334284210109189,2.3010704560177437,0.0,-0.6485003221113583,-0.9730041193347095,-3.4206612881301153,12.231426899605824,-27.871327579364436,0.0,900.1482529244989,0.12947012173878739,900.230785751332,900.1439321631077
0.6000000000000002,-0.4401894605517018,-0.3539028244745811,8.800885400318556,0.23872563945893788,0.6715236363401917,0.0,-2.5890444695843686,-0.5384960591329074,-4.19368577523331,10.52285365769036,-28.436809633801015,0.0,900.0996705177336,0.12319969582485596,896.2804448700828,900.1908774279094
0.6600000000000003,-0.6178158307115704,-0.3631361856003784,8.581313213008597,1.1406340749780615,5.2510102676828065,0.0,-2.812389347087841,0.46816794541389656,-3.210848968233102,9.187534422768397,-28.64187100549081,0.0,899.0663832131992,33.46775742571011,899.6635554362349,900.33167701792
0.7200000000000003,-0.7376345199961507,-0.32025159560463223,8.381246630249493,4.431969822855658,3.5321186097993778,0.0,-1.1964967034592433,0.8517111176791897,-3.332211282310825,13.16600277897551,-28.75907140044341,0.0,900.1660055326133,0.450626599310656,640.130823745015,900.1360073191775
0.7800000000000004,-0.8044066729246296,-0.21236841635659162,8.163137052811496,5.892837224770588,1.8058200660937764,0.0,-1.5430996172577718,2.5621941699947413,-4.299061139347772,11.103760430427553,-28.809070231069754,0.0,900.2594892200747,0.27257116944760235,899.9241000151318,900.0070432627161
0.8400000000000004,-0.9429925200006419,-0.052689977031410956,7.876167646547656,5.154483209051204,0.07700313503696776,0.0,-2.9393090198903056,2.5902464119703144,-5.438538907397493,16.423197046066207,-28.82164628386521,0.0,899.838951266254,-0.2592755109335004,505.4167992089377,900.088998458371
0.9000000000000005,-1.106092851671855,0.07082331718020236,7.5677692438268815,1.38375200069538,4.630601899013852,0.0,-2.0371774732604573,2.098728851220963,-4.863098650985999,13.352081094339354,-28.834999516970125,0.0,900.2723222876134,0.004953490958490098,897.286191409347,900.0883456514348
0.9600000000000005,-1.173144388175342,0.17672640392108793,7.267428555499332,2.736045366690286,2.9004610563158053,0.0,-0.5217896324564739,1.1554981980858101,-4.839061873187678,11.476829644203136,-28.83673136491843,0.0,900.0743013521554,0.018326752611508096,888.6699902374421,899.9436323104305
1.0200000000000005,-1.2277708133956622,0.24355511903573743,6.975662476278985,3.068632661743532,1.1704269336876791,0.0,-1.5742803979061453,1.1426218831710484,-5.20842489984309,17.343668104264342,-28.829967331332025,0.0,899.6788566646154,0.07246503849833616,446.50489596208047,899.7591548196441
1.0800000000000005,-1.3526490628211167,0.3151821570160304,6.645559591400539,3.870926245977195,5.7241843831795896,0.0,-2.3009752626588584,1.4988298419661157,-5.850264751438548,23.22913668507779,-28.81593318553661,0.0,899.0828254263884,-0.14112449157300364,73.08415962382526,899.709784920996
1.1400000000000006,-1.4604239135529518,0.38617919455996885,6.2630064514333785,0.7282963823524469,3.9952153221918465,0.0,-1.136260157638704,1.0489809334532643,-6.722759509685121,26.338092630151042,-28.816482211089593,0.0,899.4166959276052,-0.2668722561896706,25.858674400762187,899.7475450488404
