time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-5.198066166638782e-07,0.01756467868034191,10.041892764595335,0.43448567987227626,0.0001709916172440984,0.0,-4.6772029521782926e-05,0.95499447179792,1.2256530009696287,-10.813732915527927,0.008015057886571962,0.0,899.5893993537578,899.9137797087035,899.8150688389717,-0.12673948665243503
0.12000000000000001,-2.2006063625236375e-05,0.07466093351211435,10.135853872197686,5.361953572254066,0.0010857584504861961,0.0,-0.0009047416722699292,0.9433211749230628,1.023764621303989,-19.265742205566504,0.026773175766125305,0.0,899.4229914662187,900.1823090725494,899.5200907099327,-0.24824338284506717
0.18,-0.0001684385012220012,0.12488525174979746,10.21554722599921,2.222676811949391,0.003058650165860932,0.0,-0.004563740999159436,1.5954723523689074,1.240704566740188,-24.340367539157864,0.042927565561828814,0.0,899.5672561803715,900.2210857015883,899.6481712574614,-0.47357726989361343
0.23999999999999996,-0.0006748346933782058,0.27216527118878203,10.231889691389165,1.8099566597790684,0.005851808458259278,0.0,-0.01317299478432331,3.335613876343814,-0.6584298186462255,-26.86375504898287,0.05296202931506731,0.0,899.778142592714,900.1843120239938,899.4901975736555,-0.518203546302815
0.3,-0.0018828250270008537,0.5339976348700852,10.174574292226483,0.39535761057405505,0.00942034819240778,0.0,-0.0281897016831065,5.30370495406823,-0.8407382819078631,-27.994667026192772,0.0700623691387871,0.0,899.5665955382156,900.2592354926663,899.473045064663,-0.7164194773529848
0.36000000000000004,-0.004242801673930072,0.8575095217740213,10.167363497216243,5.0285046752322256,0.013935696189629532,0.0,-0.05181686241732312,4.989674159554119,0.5138633194897988,-28.478577051052707,0.08400354774718097,0.0,899.3910247624599,899.9578733586171,899.5692991132346,-0.16614407095541373
0.4200000000000001,-0.008305967757820843,1.0975384209934962,10.180888128194999,3.3218565951510204,0.019171643612864386,0.0,-0.08540578010992043,3.1333152589002657,-0.5624976322921412,-28.674138482120213,0.0930965473790056,0.0,899.7415937267851,900.1136892215354,899.2433638391616,-0.381317656261583
0.48000000000000015,-0.014751275693105567,1.2934576604592527,10.069429944985867,1.6006802344494009,0.024931767597609955,0.0,-0.131032678978776,3.873247468497566,-2.9439121505169075,-28.76344920604845,0.10126385725960088,0.0,899.7218279345814,900.0555578256599,899.6947833610108,-0.3343954614203702
0.5400000000000001,-0.02430165850495232,1.5829914253573718,9.89246085645937,6.157435137520249,0.030951400470200063,0.0,-0.1895384621918797,5.5037089607392415,-2.500620380710896,-28.798705660448043,0.09836606190380423,0.0,899.7838684658032,899.6704389956724,899.6163038543951,-0.23571498366596752
0.6000000000000002,-0.03773582284170247,1.8876307460124697,9.77852771731464,4.429213252611788,0.037002431873312425,0.0,-0.2598212527828671,4.270147276437001,-1.6369360003287483,-28.812678375221033,0.10540262208093212,0.0,899.6792899986287,899.969583515225,899.5894969914551,-0.04306953325775967
0.6600000000000003,-0.05581028583468927,2.094464521614298,9.628597051321483,2.7003004672304947,0.043337032325322156,0.0,-0.34484664132769804,3.0208927392916514,-3.703672389063631,-28.81937142112521,0.10594233178416448,0.0,899.5492598898383,899.5763235619117,899.6402434389873,-0.17688036440161872
0.7200000000000003,-0.07933570303014774,2.315969791944199,9.345991387917454,0.9709956955686101,0.04948565407510763,0.0,-0.4415328391571039,4.636866023219092,-5.270682495827064,-28.82562034039848,0.09445148944988473,0.0,899.8046358554084,899.3426168184565,899.8256269140207,-0.32056836697385305
0.7800000000000004,-0.10912964762061632,2.6300181320133555,9.060656001898595,5.5245666095420205,0.05499216250743544,0.0,-0.5525567135766692,5.348250618938527,-4.068791790274125,-28.828929539546507,0.08578269057800982,0.0,899.6647169396655,899.3175269910358,899.865039571131,0.04700001224274697
0.8400000000000004,-0.1458151511613937,2.9001454579564423,8.826038650623483,3.7950030175403757,0.059913666481889116,0.0,-0.6731522079449768,3.5200367531601864,-4.251420812522893,-28.822073145893572,0.07319564161160251,0.0,899.7495632754567,899.2435340955801,899.4303917452678,0.19504885693662163
0.9000000000000005,-0.1901277023626723,3.091579463759871,8.496901695470793,2.065672645433171,0.06419365307498381,0.0,-0.8034862627919145,3.367431858586765,-6.730288552594231,-28.82232392521622,0.06732271998975888,0.0,899.819795701501,899.5831114325764,899.5925082935707,-0.060427308580512235
0.9600000000000005,-0.24246818984543358,3.3511323354770686,8.066634421623283,0.33638907500797455,0.06801286962182918,0.0,-0.9442824651145247,5.2464246845439035,-7.0836077643204485,-28.8200257260524,0.055051320772939887,0.0,899.8885191991776,899.3928418139113,899.4654556635437,-0.18959631041717553
1.0200000000000005,-0.30346744792202374,3.6665963338062277,7.6816898950234895,4.890274469361575,0.07120425493373705,0.0,-1.088505713596588,4.805399512954452,-5.892844712417812,-28.824274139756948,0.049181337784759256,0.0,899.5153255139442,899.2791562535803,899.7401550476095,-0.14314096313537608
1.0800000000000005,-0.373436190621573,3.8968898878729306,7.300966958314927,3.1607673073105182,0.07418900897163638,0.0,-1.2452466513980813,3.072039809487116,-7.274901750841253,-28.82642999383555,0.050860637456571135,0.0,899.3668960103787,899.435847593577,899.7620153687162,-0.1302237347348737
1.1400000000000006,-0.45268426011662616,4.097480178369198,6.793654982398744,1.4310352757366633,0.07726728307846642,0.0,-1.3975741793285308,4.036564913852021,-9.364976298204008,-28.832851445394404,0.052177745272850004,0.0,899.4011002975255,899.4546716005061,900.0549461683167,0.15183142019192397
